"page_url","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","locator_domain","hours_of_operation","raw_address","record_id"
"https://all.accor.com/hotel/7075/index.en.shtml","Mercure Hotel Khamis Mushayt","Khamis MushaytPO BOX 892","KHAMIS MUSHAYT","<MISSING>","<MISSING>","SAUDI ARABIA","<MISSING>","(+966)172233466","Hotel","18.304464","42.716727","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/7583/index.en.shtml","Mercure Al Khobar Hotel","Prince Turki Bin Abdul AzizSt CornicheEastern Province","AL KHOBAR","<MISSING>","31952","SAUDI ARABIA","<MISSING>","(+966)13/8989880","Hotel","26.297474","50.221081","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/9243/index.en.shtml","Mercure Jeddah Al Hamra","2718, Al Iskandariyah StreetAl Hamra DistrictPO BOX 48144","Jeddah","<MISSING>","23212","SAUDI ARABIA","<MISSING>","(+966)12/6644466","Hotel","21.515664","39.159468","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/0546/index.en.shtml","Mercure Grand Hotel Doha City Centre","Musherib StreetMusherib DowntownPO BOX 7566","DOHA","<MISSING>","<MISSING>","QATAR","<MISSING>","(+974)44462222","Hotel","25.283333","51.527778","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/7838/index.en.shtml","Mercure Sohar","As Suwayhrah StreetAl Humbar WestAl Batinah Highway","SOHAR","<MISSING>","311","OMAN","<MISSING>","(+968)22354800","Hotel","24.328611","56.740556","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/8500/index.en.shtml","Mercure Gold Hotel Al Mina Road Dubai","Al Mina Road Bur DubaiP O Box 66431BUR DUBAI","DUBAI","<MISSING>","66431","UNITED ARAB EMIRATES","<MISSING>","(+971)4/3019888","Hotel","25.242944","55.275497","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/3573/index.en.shtml","Mercure Grand Jebel Hafeet Al Ain Hotel","Jebel HafeetP O BOX 24476P.O.Box 24476","AL AIN","<MISSING>","24476","UNITED ARAB EMIRATES","<MISSING>","(+971)3/7046888","Hotel","24.077793","55.768983","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/5685/index.en.shtml","Mercure Grand Hotel Seef - All Suites","Road 2827PO Box 18084Seef District","MANAMA","<MISSING>","<MISSING>","BAHRAIN","<MISSING>","(+973)17584400","Hotel","26.232111","50.540889","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/1994/index.en.shtml","Mercure Queenstown Resort","Sainsbury RoadFernhillPrivate Bag 50071","QUEENSTOWN","<MISSING>","9300","NEW ZEALAND","<MISSING>","(+64)3/4426600","Hotel","-45.038529","168.638685","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/B1R9/index.en.shtml","Mercure Auckland Queen Street","500 Queen Street","AUCKLAND","<MISSING>","1010","NEW ZEALAND","<MISSING>","(+64)9/2816363","Hotel","-36.8567927","174.7619403","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/8607/index.en.shtml","Mercure Wellington Central City - Hotel & Apartments","130 Victoria StreetTe Aro","WELLINGTON","<MISSING>","6142","NEW ZEALAND","<MISSING>","(+64)4/3854166","Hotel","-41.291042","174.775376","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/A018/index.en.shtml","Mercure Wellington Abel Tasman","169 Willis StreetTe Aro","WELLINGTON","<MISSING>","6011","NEW ZEALAND","<MISSING>","(+64)4/3851304","Hotel","-41.290791","174.774078","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/A209/index.en.shtml","Mercure Darwin Airport Resort","1 Sir Norman Brearly Drive","DARWIN","<MISSING>","0812","AUSTRALIA","<MISSING>","(+61)8/89203333","Hotel","-12.404874","130.879934","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/9616/index.en.shtml","Mercure Kakadu Crocodile Hotel","Flinders Street","JABIRU","<MISSING>","0886","AUSTRALIA","<MISSING>","(+61)8/89799000","Hotel","-12.671082","132.831457","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/B3X7/index.en.shtml","The Lost Camel Hotel - a member of Mercure Hotels","Yulara DriveAyers Rock","YULARA","<MISSING>","0872","AUSTRALIA","<MISSING>","(+61)282968010","Hotel","-25.240746","130.983085","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/B0K7/index.en.shtml","Mercure Alice Springs Resort","34 Stott Terrace","ALICE SPRINGS","<MISSING>","0870","AUSTRALIA","<MISSING>","(+61)8/89514545","Hotel","-23.702813","133.886296","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/5509/index.en.shtml","Mercure Canberra","Corner of Ainslieand Limestone Avenue","BRADDON","<MISSING>","2612","AUSTRALIA","<MISSING>","(+61)2/62430000","Hotel","-35.276066","149.143494","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/B390/index.en.shtml","Mercure Canberra Belconnen","59 Cameron AvenueBelconnen","CANBERRA","<MISSING>","2617","AUSTRALIA","<MISSING>","(+61)2/51043000","Hotel","-35.240793","149.07085","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/6206/index.en.shtml","Mercure Bunbury Sanctuary Golf Resort","Lot 100Old Coast RoadPelican Point","BUNBURY","<MISSING>","6230","AUSTRALIA","<MISSING>","(+61)8/97252777","Hotel","-33.325263","115.695584","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/1754/index.en.shtml","Mercure Perth","10  Irwin Street","PERTH","<MISSING>","6000","AUSTRALIA","<MISSING>","(+61)8/93267000","Hotel","-31.95676","115.863106","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/2123/index.en.shtml","Mercure Sydney Parramatta","106 Hassall Street","SYDNEY","<MISSING>","2142","AUSTRALIA","<MISSING>","(+61)2/88361000","Hotel","-33.81897","151.021591","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/7015/index.en.shtml","Mercure Sydney Liverpool","424 - 458 Hoxton Park Road","PRESTONS","<MISSING>","2170","AUSTRALIA","<MISSING>","(+61)2/87770600","Hotel","-33.928934","150.875525","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/8482/index.en.shtml","Mercure Kooindah Waters Central Coast","40 Kooindah Boulevard","WYONG","<MISSING>","2259","AUSTRALIA","<MISSING>","(+61)2/43555777","Hotel","-33.282806","151.440582","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/8610/index.en.shtml","Mercure Gerringong Resort","1 Fern Street","GERRINGONG","<MISSING>","2534","AUSTRALIA","<MISSING>","(+61)2/42341359","Hotel","-34.734797","150.826771","accor.com","<MISSING>","<MISSING>","location_name:street_address"
"https://all.accor.com/hotel/9724/index.en.shtml","Mercure Goulburn","2 Lockyer Street","GOULBURN","<MISSING>","2580","AUSTRALIA","<MISSING>","(+61)2/48225445","Hotel","-34.773657","149.691843","accor.com","<MISSING>","<MISSING>","location_name:street_address"
