"locator_domain","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","hours_of_operation"
"http://www.rubytuesday.com/locations","Ruby Tuesday of Presque Isle","830 MAIN STREET","PRESQUE ISLE","ME","04769","US","<MISSING>","207-764-2874","<MISSING>","<MISSING>","<MISSING>","Monday 11:00 - 22:00|  Tuesday 11:00 - 22:00|  Wednesday 11:00 - 22:00|  Thursday 11:00 - 22:00|  Friday 11:00 - 23:00|  Saturday 11:00 - 23:00|  Sunday 11:00 - 21:00"
"http://www.rubytuesday.com/locations","Ruby Tuesday of Brewer","5 WALTON DRIVE","BREWER","ME","04412","US","<MISSING>","207-989-8953","<MISSING>","<MISSING>","<MISSING>","Monday 11:00 - 21:00|  Tuesday 11:00 - 21:00|  Wednesday 11:00 - 21:00|  Thursday 11:00 - 21:00|  Friday 11:00 - 22:00|  Saturday 11:00 - 22:00|  Sunday 11:00 - 21:00"
"http://www.rubytuesday.com/locations","Ruby Tuesday of Waterville","20 WATERVILLE COMMONS DRIVE","WATERVILLE","ME","04901","US","<MISSING>","207-859-8991","<MISSING>","<MISSING>","<MISSING>","Monday 11:00 - 21:00|  Tuesday 11:00 - 21:00|  Wednesday 11:00 - 21:00|  Thursday 11:00 - 21:00|  Friday 11:00 - 22:00|  Saturday 11:00 - 22:00|  Sunday 11:00 - 21:00"
"http://www.rubytuesday.com/locations","Ruby Tuesday of Augusta","58 STEPHEN KING DRIVE","AUGUSTA","ME","04330","US","<MISSING>","207-623-8710","<MISSING>","<MISSING>","<MISSING>","Monday 11:00 - 21:00|  Tuesday 11:00 - 21:00|  Wednesday 11:00 - 21:00|  Thursday 11:00 - 21:00|  Friday 11:00 - 22:00|  Saturday 11:00 - 22:00|  Sunday 11:00 - 21:00"
"http://www.rubytuesday.com/locations","Ruby Tuesday of North 27th Street","2700 NORTH HILL ROAD","LINCOLN","NE","68504","US","<MISSING>","402-477-7829","<MISSING>","<MISSING>","<MISSING>","Monday 11:00 - 22:00|  Tuesday 11:00 - 22:00|  Wednesday 11:00 - 22:00|  Thursday 11:00 - 22:00|  Friday 11:00 - 23:00|  Saturday 11:00 - 23:00|  Sunday 11:00 - 22:00"
"http://www.rubytuesday.com/locations","Ruby Tuesday of Jefferson City","2300 MISSOURI BLVD.","JEFFERSON CITY","MO","65109","US","<MISSING>","573-556-8094","<MISSING>","<MISSING>","<MISSING>","Monday 11:00 - 22:00|  Tuesday 11:00 - 22:00|  Wednesday 11:00 - 22:00|  Thursday 11:00 - 22:00|  Friday 11:00 - 23:00|  Saturday 11:00 - 23:00|  Sunday 11:00 - 22:00"
"http://www.rubytuesday.com/locations","Ruby Tuesday of Urbandale","4900 86TH STREET","URBANDALE","IA","50322","US","<MISSING>","515-278-4476","<MISSING>","<MISSING>","<MISSING>","Monday 11:00 - 22:00|  Tuesday 11:00 - 22:00|  Wednesday 11:00 - 22:00|  Thursday 11:00 - 22:00|  Friday 11:00 - 23:00|  Saturday 11:00 - 23:00|  Sunday 10:00 - 22:00"
"http://www.rubytuesday.com/locations","Ruby Tuesday of North Springfield","2725 NORTH GLENSTONE AVENUE","SPRINGFIELD","MO","65803","US","<MISSING>","417-831-7829","<MISSING>","<MISSING>","<MISSING>","Monday 11:00 - 22:00|  Tuesday 11:00 - 22:00|  Wednesday 11:00 - 22:00|  Thursday 11:00 - 22:00|  Friday 11:00 - 23:00|  Saturday 11:00 - 23:00|  Sunday 11:00 - 22:00"
"http://www.rubytuesday.com/locations","Ruby Tuesday of Springfield","2825 SOUTH GLENSTONE AVENUE","SPRINGFIELD","MO","65804","US","<MISSING>","417-889-5866","<MISSING>","<MISSING>","<MISSING>","Monday 11:00 - 22:00|  Tuesday 11:00 - 22:00|  Wednesday 11:00 - 22:00|  Thursday 11:00 - 22:00|  Friday 11:00 - 23:00|  Saturday 11:00 - 23:00|  Sunday 11:00 - 22:00"
"http://www.rubytuesday.com/locations","Ruby Tuesday of St. Robert","135 ST. ROBERTS BLVD","ST. ROBERT","MO","65584","US","<MISSING>","573-336-5140","<MISSING>","<MISSING>","<MISSING>","Monday 11:00 - 22:00|  Tuesday 11:00 - 22:00|  Wednesday 11:00 - 22:00|  Thursday 11:00 - 22:00|  Friday 11:00 - 23:00|  Saturday 11:00 - 23:00|  Sunday 11:00 - 22:00"
