"page_url","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","locator_domain","hours_of_operation","raw_address","record_id"
"https://lifestance.com/location/alpharetta-ga/","Alpharetta, GA","3300 Old Milton Parkway Suite 175","Alpharetta","GA","30005-2423","US","<MISSING>","470-820-7830","<MISSING>","34.0694722","-84.2657757","https://lifestance.com/","Monday:8am-5pm; Tuesday:8am-5pm; Wednesday:8am-5pm; Thursday:8am-5pm; Friday:8am-5pm; Saturday:Closed; Sunday:Closed","<MISSING>","longitude:street_address:page_url:latitude"
"https://lifestance.com/location/marietta-ga/","Marietta, GA","1640 Power Ferry Rd Bldg 9 Suite 100","Marietta","GA","30067-5491","US","<MISSING>","678-830-0608","<MISSING>","33.9144575","-84.4670655","https://lifestance.com/","Monday:8am-5pm; Tuesday:8am-5pm; Wednesday:8am-5pm; Thursday:8am-5pm; Friday:8am-5pm; Saturday:Closed; Sunday:Closed","<MISSING>","longitude:street_address:page_url:latitude"
"https://lifestance.com/location/augusta-ga/","Augusta, GA","3633 Wheeler Rd Suite 365","Augusta","GA","30909-6549","US","<MISSING>","706-432-6866","<MISSING>","33.483039","-82.0892862","https://lifestance.com/","Monday:8am-5pm; Tuesday:8am-5pm; Wednesday:8am-5pm; Thursday:8am-5pm; Friday:8am-5pm; Saturday:Closed; Sunday:Closed","<MISSING>","longitude:street_address:page_url:latitude"
"https://lifestance.com/location/cumming-ga-2-2/","Cumming, GA","5995 Parkway North Blvd Suites A & B","Cumming","GA","30040-1477","US","<MISSING>","470-552-2570","<MISSING>","34.1666137","-84.1745262","https://lifestance.com/","Monday:8am-5pm; Tuesday:8am-5pm; Wednesday:8am-5pm; Thursday:8am-5pm; Friday:8am-2pm; Saturday:Closed; Sunday:Closed","<MISSING>","longitude:street_address:page_url:latitude"
"https://lifestance.com/location/duluth-ga/","Duluth, GA","2055 Sugarloaf Circle Suite 5","Duluth","GA","30097-4363","US","<MISSING>","404-999-7971","<MISSING>","33.9865571","-84.0896519","https://lifestance.com/","Monday:8am-6pm; Tuesday:8am-6pm; Wednesday:8am-6pm; Thursday:8am-6pm; Friday:8am-6pm; Saturday:Closed; Sunday:Closed","<MISSING>","longitude:street_address:page_url:latitude"
"https://lifestance.com/location/grovetown-ga/","Grovetown, GA","4039 Gateway Blvd","Grovetown","GA","30813-3395","US","<MISSING>","706-498-9570","<MISSING>","33.4789244","-82.1946591","https://lifestance.com/","Monday:8am-5pm; Tuesday:8am-5pm; Wednesday:8am-5pm; Thursday:8am-5pm; Friday:8am-5pm; Saturday:Closed; Sunday:Closed","<MISSING>","longitude:street_address:page_url:latitude"
"https://lifestance.com/location/macon-ga/","Macon, GA","6055 Lakeside Commons Drive","Macon","GA","31210-5791","US","<MISSING>","478-238-9344","<MISSING>","32.9234454","-83.7314523","https://lifestance.com/","Monday:8am-6pm; Tuesday:8am-6pm; Wednesday:8am-6pm; Thursday:8am-6pm; Friday:8am-6pm; Saturday:Closed; Sunday:Closed","<MISSING>","longitude:street_address:page_url:latitude"
"https://lifestance.com/location/peachtree-city-ga/","Peachtree City, GA","125 Governors Square Suite D","Peachtree City","GA","30269-3922","US","<MISSING>","678-423-5500","<MISSING>","33.4273587","-84.554855","https://lifestance.com/","Monday:8am-6pm; Tuesday:8am-6pm; Wednesday:8am-6pm; Thursday:8am-6pm; Friday:8am-6pm; Saturday:9am-5pm; Sunday:Closed","<MISSING>","longitude:street_address:page_url:latitude"
"https://lifestance.com/location/norcross-ga/","Norcross, GA","5635 Peachtree Parkway Suite 180","Norcross","GA","30092-0001","US","<MISSING>","470-938-6670","<MISSING>","33.9666096","-84.2244628","https://lifestance.com/","Monday:8am-5pm; Tuesday:8am-5pm; Wednesday:8am-5pm; Thursday:8am-5pm; Friday:8am-2pm; Saturday:Closed; Sunday:Closed","<MISSING>","longitude:street_address:page_url:latitude"
"https://lifestance.com/location/peachtree-city-ga-2/","Peachtree City, GA","117 Governors Square Suite B","Peachtree City","GA","30269-4811","US","<MISSING>","470-661-0890","<MISSING>","33.4273611","-84.5554077","https://lifestance.com/","Monday:8am-5pm; Tuesday:8am-5pm; Wednesday:8am-5pm; Thursday:8am-5pm; Friday:8am-5pm; Saturday:Closed; Sunday:Closed","<MISSING>","longitude:street_address:page_url:latitude"
"https://lifestance.com/location/warner-robins-ga/","Warner Robins, GA","404 Corder Road Suite 100","Warner Robins","GA","31088-7196","US","<MISSING>","478-322-1113","<MISSING>","32.6121945","-83.6535668","https://lifestance.com/","Monday:8am-6pm; Tuesday:8am-6pm; Wednesday:8am-6pm; Thursday:8am-6pm; Friday:8am-6pm; Saturday:Closed; Sunday:Closed","<MISSING>","longitude:street_address:page_url:latitude"
"https://lifestance.com/location/woodstock-ga/","Woodstock, GA","100 Stoneforest Dr Suite 230","Woodstock","GA","30189-1100","US","<MISSING>","470-552-8470","<MISSING>","34.1035498","-84.5380274","https://lifestance.com/","Monday:8am-5pm; Tuesday:8am-5pm; Wednesday:8am-5pm; Thursday:8am-5pm; Friday:8am-5pm; Saturday:Closed; Sunday:Closed","<MISSING>","longitude:street_address:page_url:latitude"
"https://lifestance.com/location/richmond-va/","Richmond, VA","7301 Forest Ave St 200","Richmond","VA","23226-3792","US","<MISSING>","804-374-8112","<MISSING>","37.604663","-77.5333916","https://lifestance.com/","Monday:8:30am-5pm; Tuesday:8:30am-5pm; Wednesday:8:30am-5pm; Thursday:8:30am-5pm; Friday:8:30am-5pm; Saturday:Closed; Sunday:Closed","<MISSING>","longitude:street_address:page_url:latitude"
