"locator_domain","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","hours_of_operation","page_url"
"https://www.napaonline.com","NAPA Auto Parts - Bennett Auto Parts LLC","536 Ozark Rd","Abbeville","AL","36310","US","27751","(334) 585-2533","AutoPartsStore","31.554855","-85.269052","Monday 07:00 AM - 05:30 PM  Tuesday 07:00 AM - 05:30 PM  Wednesday 07:00 AM - 05:30 PM  Thursday 07:00 AM - 05:30 PM  Friday 07:00 AM - 05:30 PM  Saturday 07:00 AM - 04:00 PM  Sunday 12:00 AM - 12:00 AM","https://www.napaonline.com/en/al/abbeville/store/27751"
"https://www.napaonline.com","NAPA Auto Parts - Bobby's Auto Parts","6485 US Highway 431","Albertville","AL","35950","US","22245","(256) 878-5060","AutoPartsStore","34.269245","-86.196071","Monday 07:00 AM - 05:30 PM  Tuesday 07:00 AM - 05:30 PM  Wednesday 07:00 AM - 05:30 PM  Thursday 07:00 AM - 05:30 PM  Friday 07:00 AM - 05:30 PM  Saturday 07:00 AM - 05:30 PM  Sunday 12:00 AM - 12:00 AM","https://www.napaonline.com/en/al/albertville/store/22245"
"https://www.napaonline.com","NAPA Auto Parts - Thomas Auto Parts","150 Green St","Alexander City","AL","35010","US","39665","(256) 234-5023","AutoPartsStore","32.946151","-85.953487","Monday 07:00 AM - 05:00 PM  Tuesday 07:00 AM - 05:00 PM  Wednesday 07:00 AM - 05:00 PM  Thursday 07:00 AM - 05:00 PM  Friday 07:00 AM - 05:00 PM  Saturday 07:00 AM - 12:00 PM  Sunday 12:00 AM - 12:00 AM","https://www.napaonline.com/en/al/alexander-city/store/39665"
"https://www.napaonline.com","NAPA Auto Parts - City Auto Parts","119 2nd St NW","Aliceville","AL","35442","US","23057","(205) 373-6389","AutoPartsStore","33.129436","-88.153562","Monday 06:30 AM - 05:00 PM  Tuesday 06:30 AM - 05:00 PM  Wednesday 06:30 AM - 05:00 PM  Thursday 06:30 AM - 05:00 PM  Friday 06:30 AM - 05:00 PM  Saturday 06:30 AM - 12:00 PM  Sunday 12:00 AM - 12:00 AM","https://www.napaonline.com/en/al/aliceville/store/23057"
"https://www.napaonline.com","NAPA Auto Parts - Andalusia Auto Parts Co","610 W Bypass","Andalusia","AL","36420","US","22441","(334) 222-1195","AutoPartsStore","31.302069","-86.499699","Monday 07:00 AM - 05:00 PM  Tuesday 07:00 AM - 05:00 PM  Wednesday 07:00 AM - 05:00 PM  Thursday 07:00 AM - 05:00 PM  Friday 07:00 AM - 05:00 PM  Saturday 07:00 AM - 03:00 PM  Sunday 12:00 AM - 12:00 AM","https://www.napaonline.com/en/al/andalusia/store/22441"
"https://www.napaonline.com","NAPA Auto Parts - Dutton Auto Parts, Inc.","5504 McClellan Blvd","Anniston","AL","36206","US","800147","(256) 403-7877","AutoPartsStore","33.718485","-85.820303","Monday 07:00 AM - 07:00 PM  Tuesday 07:00 AM - 07:00 PM  Wednesday 07:00 AM - 07:00 PM  Thursday 07:00 AM - 07:00 PM  Friday 07:00 AM - 07:00 PM  Saturday 08:00 AM - 07:00 PM  Sunday 10:00 AM - 04:00 PM","https://www.napaonline.com/en/al/anniston/store/800147"
"https://www.napaonline.com","NAPA Auto Parts - Ashland Auto Parts","83022A Highway 9","Ashland","AL","36251","US","26132","(256) 354-4873","AutoPartsStore","33.27287","-85.836279","Monday 07:00 AM - 05:00 PM  Tuesday 07:00 AM - 05:00 PM  Wednesday 07:00 AM - 05:00 PM  Thursday 07:00 AM - 05:00 PM  Friday 07:00 AM - 05:00 PM  Saturday 07:30 AM - 03:00 PM  Sunday 12:00 AM - 12:00 AM","https://www.napaonline.com/en/al/ashland/store/26132"
"https://www.napaonline.com","NAPA Auto Parts - Gene's Auto Supply","1823 S Jefferson St","Athens","AL","35611","US","28776","(256) 232-6368","AutoPartsStore","34.783867","-86.973285","Monday 07:00 AM - 05:30 PM  Tuesday 07:00 AM - 05:30 PM  Wednesday 07:00 AM - 05:30 PM  Thursday 07:00 AM - 05:30 PM  Friday 07:00 AM - 05:30 PM  Saturday 07:00 AM - 12:00 PM  Sunday 12:00 AM - 12:00 AM","https://www.napaonline.com/en/al/athens/store/28776"
"https://www.napaonline.com","NAPA Auto Parts - Atmore Auto Parts","105 N 2nd Ave","Atmore","AL","36502","US","25811","(251) 368-2148","AutoPartsStore","31.023643","-87.486818","Monday 07:00 AM - 05:00 PM  Tuesday 07:00 AM - 05:00 PM  Wednesday 07:00 AM - 05:00 PM  Thursday 07:00 AM - 05:00 PM  Friday 07:00 AM - 05:00 PM  Saturday 07:00 AM - 12:00 PM  Sunday 12:00 AM - 12:00 AM","https://www.napaonline.com/en/al/atmore/store/25811"
"https://www.napaonline.com","NAPA Auto Parts - Spragues Supply Inc","1213 Opelika Rd","Auburn","AL","36830","US","30773","(334) 821-0060","AutoPartsStore","32.62171","-85.455907","Monday 08:00 AM - 06:00 PM  Tuesday 08:00 AM - 06:00 PM  Wednesday 08:00 AM - 06:00 PM  Thursday 08:00 AM - 06:00 PM  Friday 08:00 AM - 06:00 PM  Saturday 08:00 AM - 01:00 PM  Sunday 12:00 AM - 12:00 AM","https://www.napaonline.com/en/al/auburn/store/30773"
"https://www.napaonline.com","NAPA Auto Parts - Wrights Auto Parts","408 Dolive St","Bay Minette","AL","36507","US","20317","(251) 937-2591","AutoPartsStore","30.881134","-87.778544","Monday 07:00 AM - 05:30 PM  Tuesday 07:00 AM - 05:30 PM  Wednesday 07:00 AM - 05:30 PM  Thursday 07:00 AM - 05:30 PM  Friday 07:00 AM - 05:30 PM  Saturday 07:00 AM - 02:00 PM  Sunday 12:00 AM - 12:00 AM","https://www.napaonline.com/en/al/bay-minette/store/20317"
"https://www.napaonline.com","NAPA Auto Parts - Genuine Parts Company","1625 9th Ave N","Bessemer","AL","35020","US","21226","(205) 425-2461","AutoPartsStore","33.403918","-86.962491","Monday 07:30 AM - 06:00 PM  Tuesday 07:30 AM - 06:00 PM  Wednesday 07:30 AM - 06:00 PM  Thursday 07:30 AM - 06:00 PM  Friday 07:30 AM - 06:00 PM  Saturday 08:00 AM - 04:00 PM  Sunday 09:00 AM - 03:00 PM","https://www.napaonline.com/en/al/bessemer/store/21226"
"https://www.napaonline.com","NAPA Auto Parts - Genuine Parts Company","321 Valley Ave","Birmingham","AL","35209","US","28631","(205) 945-7415","AutoPartsStore","33.47098","-86.82268","Monday 07:30 AM - 06:00 PM  Tuesday 07:30 AM - 06:00 PM  Wednesday 07:30 AM - 06:00 PM  Thursday 07:30 AM - 06:00 PM  Friday 07:30 AM - 06:00 PM  Saturday 08:00 AM - 04:00 PM  Sunday 09:00 AM - 03:00 PM","https://www.napaonline.com/en/al/birmingham/store/28631"
