locator_domain,location_name,street_address,city,state,zip,country_code,store_number,phone,location_type,latitude,longitude,hours_of_operation
https://www.texasfamilyfitness.com/locations?hsCtaTracking=caf4867a-b816-4709-999d-1eebe027f30f%7Cb5b9f7ad-b642-4020-bc2c-138fe5f58a13,Allen,102A N. Greenville Ave. ,Allen,TX,75002,US,<MISSING>,2143832300,<MISSING>,33.100800,-96.659780,Club Hours:  Mon - Fri: 5:00am – 11:00pm Sat: 7:00am – 8:00pm Sun: 8:00am – 8:00pm; Kids Club Hours:  Mon - Thurs: 8:00am - 1:00pm & 4:00pm - 8:30pm Fri: 8:00am - 1:00pm & 4:00pm - 8:00pm Sat: 8:00am - 1:00pm Sun: 10:00am – 2:00pm
https://www.texasfamilyfitness.com/locations?hsCtaTracking=caf4867a-b816-4709-999d-1eebe027f30f%7Cb5b9f7ad-b642-4020-bc2c-138fe5f58a13,Bedford,1320-G Airport Fwy.,Bedford,TX,76022,US,<MISSING>,8175452505,<MISSING>,32.837060,-97.149400,Club Hours:  Mon - Fri: 5:00am – 11:00pm Sat: 7:00am – 8:00pm Sun: 8:00am – 8:00pm; Kids Club Hours:  Mon - Thurs: 8:00am - 1:00pm & 4:00pm - 8:30pm Fri: 8:00am - 1:00pm & 4:00pm - 8:00pm Sat: 8:00am - 1:00pm Sun: 10:00am – 2:00pm
https://www.texasfamilyfitness.com/locations?hsCtaTracking=caf4867a-b816-4709-999d-1eebe027f30f%7Cb5b9f7ad-b642-4020-bc2c-138fe5f58a13,The Colony,5000 Main St. #50,The Colony,TX,75056,US,<MISSING>,2144692210,<MISSING>,33.082660,-96.892080,Club Hours:  Mon - Fri: 5:00am – 11:00pm Sat: 7:00am – 8:00pm Sun: 8:00am – 8:00pm; Kids Club Hours:  Mon - Thurs: 8:00am - 1:00pm & 4:00pm - 8:30pm Fri: 8:00am - 1:00pm & 4:00pm - 8:00pm Sat: 8:00am - 1:00pm Sun: 10:00am – 2:00pm
https://www.texasfamilyfitness.com/locations?hsCtaTracking=caf4867a-b816-4709-999d-1eebe027f30f%7Cb5b9f7ad-b642-4020-bc2c-138fe5f58a13,Coppell,120 S. Denton Tap Rd. #302 ,Coppell,TX,75019,US,<MISSING>,9723933410,<MISSING>,32.968310,-96.992490,Club Hours:  Mon - Fri: 5:00am – 11:00pm Sat: 7:00am – 8:00pm Sun: 8:00am – 8:00pm; Kids Club Hours:  Mon - Thurs: 8:00am - 1:00pm & 4:00pm - 8:30pm Fri: 8:00am - 1:00pm & 4:00pm - 8:00pm Sat: 8:00am - 1:00pm Sun: 10:00am – 2:00pm
https://www.texasfamilyfitness.com/locations?hsCtaTracking=caf4867a-b816-4709-999d-1eebe027f30f%7Cb5b9f7ad-b642-4020-bc2c-138fe5f58a13,Denton (Now Open),"1447 South Loop 288, ",Denton,TX,76205,US,<MISSING>,9403204399,<MISSING>,33.193994,-97.099074,Club Hours:  Mon - Fri: 5:00am – 11:00pm Sat: 7:00am – 8:00pm Sun: 8:00am – 8:00pm; Kids Club Hours:  Mon - Thurs: 8:00am - 1:00pm & 4:00pm - 8:30pm Fri: 8:00am - 1:00pm & 4:00pm - 8:00pm Sat: 8:00am - 1:00pm Sun: 10:00am – 2:00pm
https://www.texasfamilyfitness.com/locations?hsCtaTracking=caf4867a-b816-4709-999d-1eebe027f30f%7Cb5b9f7ad-b642-4020-bc2c-138fe5f58a13,Frisco (Little Elm),1642 FM 423,Frisco,TX,75033,US,<MISSING>,2144364981,<MISSING>,33.153560,-96.890210,Club Hours:  Mon - Fri: 5:00am – 11:00pm Sat: 7:00am – 8:00pm Sun: 8:00am – 8:00pm; Kids Club Hours:  Mon - Thurs: 8:00am - 1:00pm & 4:00pm - 8:30pm Fri: 8:00am - 1:00pm & 4:00pm - 8:00pm Sat: 8:00am - 1:00pm Sun: 10:00am – 2:00pm
https://www.texasfamilyfitness.com/locations?hsCtaTracking=caf4867a-b816-4709-999d-1eebe027f30f%7Cb5b9f7ad-b642-4020-bc2c-138fe5f58a13,Frisco (McKinney),11501 Custer Rd. #104 ,Frisco,TX,75035,US,<MISSING>,9725400200,<MISSING>,33.172180,-96.734090,Club Hours:  Mon - Fri: 5:00am – 11:00pm Sat: 7:00am – 8:00pm Sun: 8:00am – 8:00pm; Kids Club Hours:  Mon - Thurs: 8:00am - 1:00pm & 4:00pm - 8:30pm Fri: 8:00am - 1:00pm & 4:00pm - 8:00pm Sat: 8:00am - 1:00pm Sun: 10:00am – 2:00pm
https://www.texasfamilyfitness.com/locations?hsCtaTracking=caf4867a-b816-4709-999d-1eebe027f30f%7Cb5b9f7ad-b642-4020-bc2c-138fe5f58a13,Lewisville (Preview Center),500 E Round Grove Ave.,Lewisville,TX,75067,US,<MISSING>,4694643277,<MISSING>,33.003231,-96.976540,Club Hours:  Mon-Fri: 8:00am – 8:00pmSat: 8:00am – 8:00pmSun: 8:00am – 6:00p; Kids Club Hours:  TBD
https://www.texasfamilyfitness.com/locations?hsCtaTracking=caf4867a-b816-4709-999d-1eebe027f30f%7Cb5b9f7ad-b642-4020-bc2c-138fe5f58a13,North Fort Worth,9120 N. Freeway #200,Fort Worth,TX,76177,US,<MISSING>,8177419859,<MISSING>,32.904289,-97.314819,Club Hours:  Mon - Fri: 5:00am – 11:00pm Sat: 7:00am – 8:00pm Sun: 8:00am – 8:00pm; Kids Club Hours:  Mon - Thurs: 8:00am - 1:00pm & 4:00pm - 8:30pm Fri: 8:00am - 1:00pm & 4:00pm - 8:00pm Sat: 8:00am - 1:00pm Sun: 10:00am – 2:00pm
https://www.texasfamilyfitness.com/locations?hsCtaTracking=caf4867a-b816-4709-999d-1eebe027f30f%7Cb5b9f7ad-b642-4020-bc2c-138fe5f58a13,Garland (NOW OPEN),1121 Northwest Highway,Garland,TX,75041,US,<MISSING>,4693670090,<MISSING>,32.863729,-96.643741,Club Hours:  Mon - Fri: 5:00am – 11:00pm Sat: 7:00am – 8:00pm Sun: 8:00am – 8:00pm; Kids Club Hours:  Mon - Thurs: 8:00am - 1:00pm & 4:00pm - 8:30pm Fri: 8:00am - 1:00pm & 4:00pm - 8:00pm Sat: 8:00am - 1:00pm Sun: 10:00am – 2:00pm
