"page_url","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","locator_domain","hours_of_operation","raw_address"
"<MISSING>","北京麦当劳四惠餐厅","东四环四惠立交桥东南四惠交通枢纽站2层","北京市","北京市","朝阳区","China","60bcb8f90f68f11ba5821306","010-65104490","<MISSING>","39.907164","116.496062","www.mcdonalds.com.cn","<MISSING>","<MISSING>"
"<MISSING>","北京麦当劳百子湾路餐厅","百子湾路15号一层114号","北京市","北京市","朝阳区","China","60bcb8f933915826ad492e1e","010-57859351","<MISSING>","39.90125","116.497703","www.mcdonalds.com.cn","<MISSING>","<MISSING>"
"<MISSING>","北京麦当劳朝阳路二餐厅","八里庄东里1号菜锦TOWN(原北京第二纺织厂)A1-01a号商铺","北京市","北京市","朝阳区","China","60bcb8f717c0d157f38c9f93","010-65503053","<MISSING>","39.915312","116.497918","www.mcdonalds.com.cn","<MISSING>","<MISSING>"
"<MISSING>","北京麦当劳十里堡二餐厅","阳光新城市广场","北京市","北京市","朝阳区","China","60bcb8f6b4a02d6028bf1706","010-65577188","<MISSING>","39.915299","116.504614","www.mcdonalds.com.cn","<MISSING>","<MISSING>"
"<MISSING>","北京麦当劳华腾世纪总部公园B座餐厅","华腾世纪公园总部B座","北京市","北京市","朝阳区","China","60bcb900993b982eb8810ab4","010-85763458","<MISSING>","39.910876","116.512145","www.mcdonalds.com.cn","<MISSING>","<MISSING>"
"<MISSING>","北京麦当劳东四环中路(芳园里)餐厅","东四环中路189号","北京市","北京市","朝阳区","China","60bcb90117c0d157f38c9fda","010-87529615;010-87529625","<MISSING>","39.889945314","116.48748558","www.mcdonalds.com.cn","<MISSING>","<MISSING>"
"<MISSING>","北京麦当劳西大望路餐厅","西大望路15号5号楼(现C座)一层一部分(01)层商铺","北京市","北京市","朝阳区","China","60bcb8f7b37a984234a04fae","010-87723035","<MISSING>","39.894045","116.477089","www.mcdonalds.com.cn","<MISSING>","<MISSING>"
"<MISSING>","北京麦当劳甜水园餐厅","甜水园东街10号","北京市","北京市","朝阳区","China","60bcb8f2e80e5d225f49ac20","010-65915622","<MISSING>","39.923145","116.480071","www.mcdonalds.com.cn","<MISSING>","<MISSING>"
"<MISSING>","北京麦当劳青年路餐厅","青年路甘露园中里2号楼一层1A03号商铺","北京市","北京市","朝阳区","China","60bcb8fedb443d2ddab10434","010-85766191;010-85762541","<MISSING>","39.921868025","116.5173972","www.mcdonalds.com.cn","<MISSING>","<MISSING>"
"<MISSING>","北京麦当劳甜水园街餐厅","甜水园北里16号","北京市","北京市","朝阳区","China","60bcb8f564e43e6290a87686","010-65032628","<MISSING>","39.928625","116.478542","www.mcdonalds.com.cn","<MISSING>","<MISSING>"
"<MISSING>","北京麦当劳东三环北路餐厅","东三环北路38号院4号楼1层","北京市","北京市","朝阳区","China","60bcb903eeb33d29f25b075d","010-85284660","<MISSING>","39.921388","116.462701","www.mcdonalds.com.cn","<MISSING>","<MISSING>"
"<MISSING>","北京麦当劳团结湖餐厅","农展馆南里11号楼","北京市","北京市","朝阳区","China","60bcb8f2e80e5d225f49ac2f","010-65866624","<MISSING>","39.93397","116.465333","www.mcdonalds.com.cn","<MISSING>","<MISSING>"
"<MISSING>","北京麦当劳三里屯餐厅","三里屯路１９号院地下一层SLG20","北京市","北京市","朝阳区","China","60bcb8f6a08dd437774845e6","010-64157257","<MISSING>","39.934532","116.454737","www.mcdonalds.com.cn","<MISSING>","<MISSING>"
"<MISSING>","北京麦当劳枣营南里餐厅","枣营南里10号","北京市","北京市","朝阳区","China","60bcb8fbdb443d2ddab103e6","010-65072751","<MISSING>","39.944659","116.471088","www.mcdonalds.com.cn","<MISSING>","<MISSING>"
"<MISSING>","北京麦当劳东大桥餐厅","工体东路13号","北京市","北京市","朝阳区","China","60bcb8f364e43e6290a87670","010-65525944","<MISSING>","39.923206","116.449186","www.mcdonalds.com.cn","<MISSING>","<MISSING>"
"<MISSING>","北京麦当劳广渠路(乐成中心)餐厅","东三环中路22号乐成中心B座一层","北京市","北京市","朝阳区","China","60bcb903993b982eb8810af5","010-67729095;010-67729099","<MISSING>","39.893909","116.463023","www.mcdonalds.com.cn","<MISSING>","<MISSING>"
"<MISSING>","北京麦当劳农光里餐厅","农光东里34号","北京市","北京市","朝阳区","China","60bcb8f364e43e6290a87666","010-67324925","<MISSING>","39.884009","116.468217","www.mcdonalds.com.cn","<MISSING>","<MISSING>"
"<MISSING>","北京麦当劳双井桥餐厅","东三环中路６５号富力广场","北京市","北京市","朝阳区","China","60bcb8f617c0d157f38c9f6d","010-59037300","<MISSING>","39.895123","116.460761","www.mcdonalds.com.cn","<MISSING>","<MISSING>"
"<MISSING>","北京麦当劳南磨房餐厅","农光里117号楼一层及地下","北京市","北京市","朝阳区","China","60bcb8f833915826ad492e09","010-67336878","<MISSING>","39.883923","116.462015","www.mcdonalds.com.cn","<MISSING>","<MISSING>"
"<MISSING>","北京麦当劳工大桥餐厅","东四环南路９号北京亮都广场C区1012号","北京市","北京市","朝阳区","China","60bcb8f6b37a984234a04f98","010-87386552","<MISSING>","39.878358","116.485865","www.mcdonalds.com.cn","<MISSING>","<MISSING>"
