"locator_domain","page_url","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","hours_of_operation"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #34","6055 W. Flamingo Road","Las Vegas","<MISSING>","89103-2385","US","34","702/215-0780","<MISSING>","6.1141279","-115.2242828","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #35","8390 N. Decatur Blvd.","N. Las Vegas","<MISSING>","89085","US","35","702/385-0810","<MISSING>","6.312981","-115.2064681","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #36","4615 E. Charleston","Las Vegas","<MISSING>","89104","US","36","702/457-5281","<MISSING>","6.1585464","-115.0742222","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #37","2400 N. Rainbow Blvd.","Las Vegas","<MISSING>","89108","US","37","702/655-8435","<MISSING>","6.2040252","-115.2418285","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #38","3711 S. Fort Apache","Las Vegas","<MISSING>","89147","US","38","702/256-9609","<MISSING>","6.1219639","-115.2977879","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #39","991 E. Desert Inn","Las Vegas","<MISSING>","89109","US","39","702/732-9991","<MISSING>","6.12953","-115.141633","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #4","4011 N. Lamb Blvd.","Las Vegas","<MISSING>","89115","US","4","702/643-6431","<MISSING>","6.2330235","-115.0806552","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #40","5820 E. Sahara Blvd.","Las Vegas","<MISSING>","89142","US","40","702/641-0134","<MISSING>","6.1449991","-115.0469466","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #41","910 W. Mesquite Blvd.","Mesquite","<MISSING>","89027","US","41","702/346-5725","<MISSING>","6.8035156","-114.0986266","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #42","5225 Camino Al Norte","N. Las Vegas","<MISSING>","89031","US","42","702/835-0147","<MISSING>","6.2549579","-115.1538522","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #43","901 W. Sunset Road","Henderson","<MISSING>","89011","US","43","702/454-9300","<MISSING>","6.0635377","-115.02906","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #44","251 N. Nellis Blvd.","Las Vegas","<MISSING>","89110","US","44","702/453-3905","<MISSING>","6.1660612","-115.0628631","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #45","10980 S. Eastern Avenue","Henderson","<MISSING>","89052","US","45","702/616-9293","<MISSING>","5.9931668","-115.1001837","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #46","234 Arroyo Grande Blvd.","Henderson","<MISSING>","89074","US","46","702/434-5900","<MISSING>","6.0425546","-115.0556973","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #47","6525 W. Sahara Avenue","Las Vegas","<MISSING>","89146-2909","US","47","702/221-2517","<MISSING>","6.1436718","-115.2342448","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #48","902 S. Boulder Hwy.","Henderson","<MISSING>","89015","US","48","702/565-1671","<MISSING>","6.0248664","-114.9635059","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #49","4308 S. Grand Canyon (Rochelle)","Las Vegas","<MISSING>","89147","US","49","702/478-6774","<MISSING>","6.111108","-115.3057515","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #5","4385 N. Nellis","Las Vegas","<MISSING>","89115","US","5","702/643-6432","<MISSING>","6.2401759","-115.062552","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #50","3815 E. Craig Road","N. Las Vegas","<MISSING>","89030","US","50","702/632-2999","<MISSING>","6.2397591","-115.0964079","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #51","8601 W. Charleston","Las Vegas","<MISSING>","89117-5406","US","51","702/242-2202","<MISSING>","6.1585085","-115.2809038","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #52","7311 S. Eastern Ave","Las Vegas","<MISSING>","89120","US","52","702/722-6844","<MISSING>","6.0564045","-115.117719","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #53","500 Conestoga Way","Henderson","<MISSING>","89002","US","53","702/558-9044","<MISSING>","5.9942143","-114.9341877","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #54","7801 W. Charleston Blvd.","Las Vegas","<MISSING>","89117","US","54","702/869-3500","<MISSING>","6.158524","-115.2626028","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #55","1080 Whitney Ranch Drive","Henderson","<MISSING>","89014","US","55","702/458-3525","<MISSING>","6.081545","-115.0534389","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #56","4171 Boulder Hwy.","Las Vegas","<MISSING>","89121","US","56","702/433-8277","<MISSING>","6.1301387","-115.0832035","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #57","1465 E. Windmill Ln","Las Vegas","<MISSING>","89123","US","57","702-616-3113","<MISSING>","6.0419702","-115.1320801","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #58","3685 Moapa Valley Blvd.","Logandale","<MISSING>","89021","US","58","702/398-3400","<MISSING>","6.607789","-114.484484","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #59","6285 S. Durango Drive","Las Vegas","<MISSING>","89113","US","59","<MISSING>","<MISSING>","6.0705303","-115.2806153","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #6","2395 N. Lamb Blvd.","Las Vegas","<MISSING>","89115","US","6","702/438-1976","<MISSING>","6.2026607","-115.0807247","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #60","5660 S. Hualapai Way","Las Vegas","<MISSING>","89148","US","60","<MISSING>","<MISSING>","6.0857612","-115.314945","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #61","5750 S. Decatur Blvd.","Las Vegas","<MISSING>","<MISSING>","US","61","<MISSING>","<MISSING>","6.0852347","-115.2073958","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #61","4207 S. Las Vegas Blvd","Las Vegas","<MISSING>","89119","US","61","702-586-7617","<MISSING>","6.089578","-115.17198300000001","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #62","6799 S Hwy. 93","Hiko","<MISSING>","89017","US","62","775/725-3545","<MISSING>","7.4632651","-115.1941497","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #63","4030 W. Charleston","Las Vegas","<MISSING>","89102","US","63","702/258-0488","<MISSING>","6.1593133","-115.1950297","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #64","Hualapai/Sunset","<MISSING>","<MISSING>","<MISSING>","US","64","<MISSING>","<MISSING>","<MISSING>","<MISSING>","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #7","3680 So. Decatur Blvd.","Las Vegas","<MISSING>","89103","US","7","702/367-1019","<MISSING>","6.1229992","-115.207859","<MISSING>"
"http://www.gvgrocery.com","http://www.gvgrocery.com/locations/","GREEN VALLEY GROCERY #9","6398 W. Sahara Avenue","Las Vegas","<MISSING>","89146","US","9","702/876-8808","<MISSING>","6.1445433","-115.2334627","<MISSING>"
