locator_domain,location_name,street_address,city,state,zip,country_code,store_number,phone,location_type,latitude,longitude,hours_of_operation
https://www.corkyskitchenandbakery.com/pages/locations,FONTANA,10926 Sierra Ave,Fontana,CA,92337,US,<MISSING>,9094283100,<MISSING>,<MISSING>,<MISSING>,<MISSING>
https://www.corkyskitchenandbakery.com/pages/locations,CORONA,3811 Bedford Canyon Road #108,Corona,CA,92883,US,<MISSING>,9517353100,<MISSING>,<MISSING>,<MISSING>,<MISSING>
https://www.corkyskitchenandbakery.com/pages/locations,EASTVALE,12552 Limonite Ave #130,Eastvale,CA,91752,US,<MISSING>,9512789922,<MISSING>,<MISSING>,<MISSING>,<MISSING>
https://www.corkyskitchenandbakery.com/pages/locations,LADERA RANCH,27522 Antonio Pkwy #P-1,Ladera Ranch,CA,92694,US,<MISSING>,9493644439,<MISSING>,<MISSING>,<MISSING>,<MISSING>
https://www.corkyskitchenandbakery.com/pages/locations,YUCAIPA,31467 Avenue E,Yucaipa,CA,92399,US,<MISSING>,9093890019,<MISSING>,<MISSING>,<MISSING>,<MISSING>
https://www.corkyskitchenandbakery.com/pages/locations,POMONA,2051 Rancho Valley Drive 230,Pomona,CA,91766,US,<MISSING>,9096209200,<MISSING>,<MISSING>,<MISSING>,<MISSING>
https://www.corkyskitchenandbakery.com/pages/locations,RANCHO CUCAMONGA,6403 Haven Ave #106,Rancho Cucamonga,CA,91737,US,<MISSING>,9099418655,<MISSING>,<MISSING>,<MISSING>,<MISSING>
https://www.corkyskitchenandbakery.com/pages/locations,RIALTO,2019 N. Riverside Ave #11,Rialto,CA,92377,US,<MISSING>,9098204400,<MISSING>,<MISSING>,<MISSING>,<MISSING>
https://www.corkyskitchenandbakery.com/pages/locations,UPLAND,385 South Mountain Ave.,Upland,CA,91786,US,<MISSING>,9099494910,<MISSING>,<MISSING>,<MISSING>,<MISSING>
https://www.corkyskitchenandbakery.com/pages/locations,PERRIS,3150 Case Rd. Unit L,Perris,CA,92570,US,<MISSING>,9519280040,<MISSING>,<MISSING>,<MISSING>,<MISSING>
https://www.corkyskitchenandbakery.com/pages/locations,CLAREMONT,"2213 E. Base Line Rd #200,",Claremont,CA,91711,US,<MISSING>,9095790216,<MISSING>,<MISSING>,<MISSING>,<MISSING>
